CCl4.xyz      0 0     1 2
CF4.xyz       0 0     1 2
ClO2-.xyz    -1 0     1 2
ClO3-.xyz    -1 0     1 2
ClO4-.xyz    -1 0     1 2
ClO-.xyz     -1 0     1 2
FOOF.xyz      0 0     1 2
HCl.xyz       0 0     1 2
HF.xyz        0 0     1 2
NCl3.xyz      0 0     1 2
NF3.xyz       0 0     1 2
